"","Code","Reference","Country","Site","Latitude","Longitude","MAT..�.C...Origin.data.","MAP..mm...Origin.data.","Elevation..m.a.s.l..","Slope..Origin.data.","Vegetation.type..Origin.data.","Stand.age","Parent.material..origin.data.","Soil.type..Origin.data.","Soil.class","Soil.age..a.","Comment..Site.note.","Soil.hori","X.","P.inorg..mg.kg...Resin..origin.data.","P.inorg..mg.kg...Bicarbonate..origin.data.","P.inorg..mg.kg...First.two..BicPi.W.R.Pi...ori....","P.org..mg.kg...Bicarbonate..origin.data.","P.inorg..mg.kg...Hydroxide..origin.data.","P.org..mg.kg...Hydroxide..origin.data.","P..mg.kg...Apatite..origin.data.","P.inorg..mg.kg...Sonic..origin.data.","P.org..mg.kg...Sonic..origin.data.","P.inorg..mg.kg...Conc...HCl..origin.data.","P.org..mg.kg...Conc...HCl..origin.data.","P..mg.kg...Residue..origin.data.","P.org..mg.kg...Total..origin.data.","P..mg.kg...Sum.of.P.fraction..origin.data.","P..mg.kg...Total.P.measured.separat..ori....","Comment..Notes.about.P.fractions..orig....","pH","TOC....","TN....","Al..mg.kg...DCB.Al..origin.data.","Fe..mg.kg...DCB.Al..origin.data.","Al..mg.kg...Oxalate..origin.data.","Fe..mg.kg...Oxalate..origin.data.","DBD..g.cm..3.","Texture","Sand....","Silt....","X.2.µm...9.phi....","Method.comm","P..mg.kg...Microbial.biomass..origin.data.","Lat.2","Long.2","MAT..�.C...MAT2..site.mean.annual.tempat....","MAP..mm...MAP2..site.mean.annual.precip....","Aridity.index","Elev2..m.a.s.l..","Soil.type..Soil.type2..according.to.USDA....","Parent.material..Parent.material2.","Vegetation.type..Vegetation.type2..grouped.int....","Slope..Slope2..slope.expressed.in.pe....","Depth.soil..m.","Comment","Code..Soil.depth.code..0..organic.l....","P..mg.kg...Total.P2..total..sum.of.P.fra....","P.inorg..mg.kg...Available..sum.of.HCO3Pi.and.....","P.org..mg.kg...Sum.of.HCO3.Po.and.OH.Po.","P.inorg..mg.kg...Primary.P..HCI.Pi.","P.inorg..mg.kg...Secondary.P..OH.Pi.","P..mg.kg...Occluded.P..TP.sum.resin.P..b...."
"50",50,"Cross and Schlesinger, 2001","U.S.","",34.353,-106.882,NA,220,NA,NA,"Grass","","Metasedimentary rock","Aridisol","USDA system",NA,"Grass between","0-10 cm","",14.9,3.5,NA,1.3,11.3,3.1,75.6,NA,NA,32.1,20.5,27.3,24.8,NA,189.7,"",7.5,NA,NA,NA,NA,NA,NA,NA,"",83.28,8.05,8.68,"Unclear",NA,34.353,-106.882,12.98,220,0.14,1505,"Aridisols","Carbonate rocks","Grass",NA,5,"",1,189.7,18.47,4.36,75.62,11.32,79.9
"51",51,"Cross and Schlesinger, 2001","U.S.","",34.353,-106.882,NA,220,NA,NA,"Shrub","","Metasedimentary rock","Aridisol","USDA system",NA,"Shrub under","0-10 cm","",7.2,11.5,NA,3.7,10,5.2,32.1,NA,NA,34,31.2,36.3,40.1,NA,327,"",7.8,NA,NA,NA,NA,NA,NA,NA,"",63.95,26.1,10.7,"Unclear",NA,34.353,-106.882,12.98,220,0.14,1505,"Aridisols","Carbonate rocks","Shrub",NA,5,"",1,171.1,18.72,8.84,32.08,9.95,101.5
"52",52,"Cross and Schlesinger, 2001","U.S.","",34.353,-106.882,NA,220,NA,NA,"Shrub","","Metasedimentary rock","Aridisol","USDA system",NA,"Shrub between","0-10 cm","",5,10.1,NA,2.8,9.7,2.6,34,NA,NA,36,35.8,41.9,41.3,NA,350,"",7.8,NA,NA,NA,NA,NA,NA,NA,"",63.95,26.1,10.7,"Unclear",NA,34.353,-106.882,12.98,220,0.14,1505,"Aridisols","Carbonate rocks","Shrub",NA,5,"",1,177.8,15.08,5.42,33.96,9.67,113.7
"53",53,"Cross and Schlesinger (unpubL ) as cited in Cross and Schlesinger, 1995","U.S.","",34.367,-106.067,NA,NA,NA,NA,"Unclear","","Unclear","Aridisol","USDA system",NA,"","Unclear","",5.2,3.1,NA,0,9,0,61,3.2,NA,NA,NA,32.9,NA,NA,114.4,"",7.5,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,34.367,-106.067,11.13,370,0.27,1970,"Aridisols","","",NA,NA,"Unclear",5,114.4,8.3,NA,61.02,8.99,36.1
"54",54,"Cross and Schlesinger (unpubL ) as cited in Cross and Schlesinger, 1995","U.S.","",34.367,-106.067,NA,NA,NA,NA,"Unclear","","Unclear","Aridisol","USDA system",NA,"","Unclear","",7.1,7.8,NA,0,6.3,0,166.4,3.6,NA,NA,NA,46.5,NA,NA,237.7,"",7.8,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,34.367,-106.067,11.13,370,0.27,1970,"Aridisols","","",NA,NA,"Unclear",5,237.7,14.89,NA,166.4,6.29,50.1
"55",55,"Duffera and Robarge, 1996","Ethiopia","",8.8542,38.8296,16,1200,2350,NA,"Grass","","Alluvial","Vertisol","USDA system",NA,"","0-30 cm","",7,2,NA,5,11,26,52,2,6,NA,NA,149,NA,260,254,"",7.4,1.8,0.15,2900,11000,NA,NA,NA,"",3.4,19.5,77,"Pipette method",NA,8.8542,38.82963,16,1200,0.57,2350,"Vertisols","Sand and sandstones","Grass",NA,15,"",2,260,9,31,52,11,157
"56",56,"Duffera and Robarge, 1996","Ethiopia","",8.7477,38.9891,19,850,1850,NA,"Grass","","Alluvial","Vertisol","USDA system",NA,"","0-30 cm","",33,14,NA,9,52,44,174,10,7,NA,NA,296,NA,639,637,"",6.4,1.5,0.12,2300,15000,NA,NA,NA,"",5,27.9,67.1,"Pipette method",NA,8.74767,38.9891,19,850,0.52,1850,"Vertisols","Sand and sandstones","Grass",NA,15,"",2,639,47,53,174,52,313
"57",57,"Duffera and Robarge, 1996","Ethiopia","",8.7477,38.9891,19,850,1850,NA,"Grass","","Volcanic ashes","Andisol","USDA system",NA,"","0-30 cm","",145,54,NA,14,140,67,480,21,13,NA,NA,327,NA,1261,1271,"",7.1,2.5,0.25,1500,16000,NA,NA,NA,"",20.3,49,30.7,"Pipette method",NA,8.74767,38.9891,19,850,0.52,1850,"Andisols","Volcanic ashes","Grass",NA,15,"",2,1261,199,81,480,140,361
"58",58,"Duffera and Robarge, 1996","Ethiopia","",8.3715,39.4663,18,980,1900,NA,"Grass","","Granite","Alfisol","USDA system",NA,"","0-30 cm","",11,4,NA,13,38,59,6,10,16,NA,NA,257,NA,414,381,"",6.4,1.7,0.16,3000,44000,NA,NA,NA,"",20.4,24.6,55.1,"Pipette method",NA,8.37151,39.46632,18,980,0.44,1900,"Alfisols","","Grass",NA,15,"",2,414,15,72,6,38,283
"59",59,"Lajtha and Schlesinger, 1988","U.S.","",32.5,-106.8,NA,1800,NA,NA,"Grass","Native","Monzonite mass","Aridisol","USDA system",3040,"Organ II","0-30 cm","",24.6,4.9,NA,0,12.9,0,863.2,NA,NA,NA,NA,274.4,NA,NA,NA,"",NA,4.8,NA,2910,23500,NA,5820,NA,"Coarse loamy",72.68,18.54,7.06,"Hydrometer method",NA,32.5,-106.8,14.62,1800,0.17,1395,"Aridisols","","Grass",NA,15,"",2,1180,29.54,NA,863.18,12.89,274.4
"60",60,"Lajtha and Schlesinger, 1988","U.S.","",32.5,-106.8,NA,1800,NA,NA,"Grass","Native","Monzonite mass","Aridisol","USDA system",3800,"Organ 1","0-30 cm","",26.6,3.9,NA,0,4.9,0,487.2,NA,NA,NA,NA,184.7,NA,NA,NA,"",NA,2,NA,2720,22420,NA,6220,NA,"Coarse loamy",79.7,13.01,7.29,"Hydrometer method",NA,32.5,-106.8,14.62,1800,0.17,1395,"Aridisols","","Grass",NA,15,"",2,707.2,30.4,NA,487.2,4.91,184.7
"61",61,"Lajtha and Schlesinger, 1988","U.S.","",32.5,-106.8,NA,1800,NA,NA,"Grass","Native","Monzonite mass","Aridisol","USDA system",12270,"Isaack's Ranch","0-30 cm","",24.7,4.2,NA,0,6.8,0,386.7,NA,NA,NA,NA,222.7,NA,NA,NA,"",NA,3,NA,3390,28200,NA,7510,NA,"Coarse loamy",76.1,12.99,10.95,"Hydrometer method",NA,32.5,-106.8,14.62,1800,0.17,1395,"Aridisols","","Grass",NA,15,"",2,645.1,28.92,NA,386.73,6.79,222.7
"62",62,"Lajtha and Schlesinger, 1988","U.S.","",32.5,-106.8,NA,1800,NA,NA,"Grass","Native","Monzonite mass","Aridisol","USDA system",25660,"Jornada","0-30 cm","",29.7,4.6,NA,0,7.3,0,336,NA,NA,NA,NA,237.5,NA,NA,NA,"",NA,3.3,NA,4040,35610,NA,9510,NA,"Fine-loamy",73.96,12.32,13.73,"Hydrometer method",NA,32.5,-106.8,14.62,1800,0.17,1395,"Aridisols","","Grass",NA,15,"",2,615.2,34.31,NA,336.03,7.3,237.5
"63",63,"Lee et al., 1990","U.S.","",33.9555,-83.3832,NA,NA,NA,NA,"Forest","","Clayey, kaolinitic, thermic typic hapludult","Ultisol","USDA system",NA,"","B horizon","",1,3,NA,6,29,9,2,9,5,NA,NA,NA,NA,NA,64,"",4.7,0.54,NA,NA,NA,NA,NA,NA,"Sandy clay loam",46.2,12.3,41.5,"Unclear",5.08,33.95546,-83.38325,16.29,1255,0.94,215,"Ultisols","","Forest",NA,NA,"B horizon",4,64,4,15,2,29,14
"64",64,"Levy and Schlesinger, 1999","U.S.","",36,-78.9,NA,NA,NA,NA,"Forest","","Unclear","Histosol","USDA system",NA,"2.00","Unclear","",0.3,37.3,NA,0,4.9,0.4,7.1,NA,NA,216.2,0,37.5,0.4,303.7,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,36,-78.9,14.82,1150,0.9,111,"Histosols","","Forest",NA,NA,"Unclear",5,303.7,37.6,NA,7.1,4.9,253.7
"65",65,"Levy and Schlesinger, 1999","U.S.","",32.5,-106.8,NA,NA,NA,NA,"Shrub","","Quartz monzonite","Aridisol","USDA system",NA,"3.00","0-12 cm","",20.5,11,NA,NA,8.7,0.7,286.3,NA,NA,174.7,0,24,0.7,525.9,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,32.5,-106.8,14.62,266,0.17,1395,"Aridisols","","Shrub",NA,6,"",1,525.9,31.5,NA,286.3,8.7,198.7
"66",66,"Levy and Schlesinger, 1999","U.S.","",40.8268,-104.724,9.5,309,NA,NA,"Grass","","Alluvial deposite,  Holocene eolian deposition","Mollisol","USDA system",NA,"4.00","0-5 cm","",18.5,27.4,NA,9.4,9,1.9,65.6,NA,NA,146.4,0,34.6,11.2,312.8,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,40.82679,-104.72398,9.5,309,0.32,1641,"Mollisols","","Grass",NA,2.5,"",1,312.8,45.9,11.3,65.6,9,181
"67",67,"Levy and Schlesinger, 1999","U.S.","",35.03,-115.475,NA,NA,NA,NA,"Shrub","","Unclear","Entisol","USDA system",NA,"5.00","Unclear","",66.9,6.2,NA,NA,3.8,0,306.6,NA,NA,49.7,53.8,12.6,53.8,499.6,NA,"",7.3,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,35.03,-115.475,15.84,256,0.2,1399,"Entisols","","Shrub",NA,NA,"Unclear",5,499.6,73.1,NA,306.6,3.8,116.1
"68",68,"Levy and Schlesinger, 1999","U.S.","Duke University forest, Durham",NA,NA,NA,NA,NA,NA,"Forest","200","Triassic Mudstone","Alfisol","USDA system",NA,"6.00","0-10 cm","",1,9,NA,16.6,9.9,0,0.6,NA,NA,1.8,9.8,10.8,26.4,59.6,NA,"",3.85,1.35,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,36,-78.93333,14.74,1157,0.9,123,"Alfisols","","Forest",NA,5,"",1,59.6,10,NA,0.6,9.9,22.5
"69",69,"Levy and Schlesinger, 1999","U.S.","Duke University forest, Durham",NA,NA,NA,NA,NA,NA,"Forest","200","Triassic Mudstone","Alfisol","USDA system",NA,"7.00","0-10 cm","",0,10.6,NA,0,7.1,1.3,1.7,NA,NA,105.3,0,19.1,1.3,145,NA,"",3.85,1.35,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,36,-78.93333,14.74,1157,0.9,123,"Alfisols","","Forest",NA,5,"",1,145,10.6,NA,1.7,7.1,124.3
"70",70,"Levy and Schlesinger, 1999","Indonesia","",3.3547,117.5965,NA,NA,NA,NA,"Forest","","Unclear","Oxisol","USDA system",NA,"8.00","Unclear","",0,83.2,NA,0,89.3,0,1.8,NA,NA,136.5,0,39.7,0,350.5,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,3.35468,117.59654,26.61,3293,2.21,59,"Oxisols","","Forest",NA,NA,"Unclear",5,350.5,83.2,NA,1.8,89.3,176.2
"71",71,"Levy and Schlesinger, 1999","U.S.","Coastal, North Carolina",NA,NA,NA,NA,NA,NA,"Bare","","Unclear","Entisol","USDA system",NA,"9.00","Unclear","",0,0,NA,0,0,4.1,0,NA,NA,0,7.3,0,11.4,11.4,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,34.4,-77.7,17.21,1385,1.07,13,"Entisols","","",NA,NA,"Unclear",5,11.4,0,NA,0,0,7.3
"72",72,"Levy and Schlesinger, 1999","U.S.","Widerness state park",NA,NA,6.2,772,201,NA,"Grass","","Parabolic dune","Entisol","USDA system",NA,"10.00","0-15 cm","",1.4,0.7,NA,0,0.6,0,22,NA,NA,6.2,0,1.3,0,32.2,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,45.75,-84.9,6.2,772,0.94,201,"Entisols","","Grass",NA,7.5,"",1,32.2,2.1,NA,22,0.6,7.5
"73",73,"Levy and Schlesinger, 1999","U.S.","Widerness state park",NA,NA,6.2,772,201,NA,"Forest","","Parabolic dune","Entisol","USDA system",NA,"11.00","0-15 cm","",0.7,1.7,NA,0,0,1.5,22.3,NA,NA,0,2.4,0.3,3.9,28.9,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,45.75,-84.9,6.2,772,0.94,201,"Entisols","","Forest",NA,7.5,"",1,28.9,2.4,NA,22.3,0,2.7
"74",74,"Levy and Schlesinger, 1999","U.S.","Widerness state park",NA,NA,6.2,772,201,NA,"Forest","","Parabolic dune","Entisol","USDA system",NA,"12.00","0-15 cm","",0,3.1,NA,6.3,1.8,2.3,0,NA,NA,0,0,1,8.7,14.5,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,45.75,-84.9,6.2,772,0.94,201,"Entisols","","Forest",NA,7.5,"",1,14.5,3.1,8.6,0,1.8,1
"75",75,"Levy and Schlesinger, 1999","Indonesia","Rakata",-6.102,105.423,27,2750,NA,NA,"Forest","","Volcanic ashes","Entisol","USDA system",NA,"13.00","Unclear","",26.6,93.1,NA,57.5,12.2,0,66.4,NA,NA,191.5,0,19.9,57.5,467.2,NA,"",7,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,-6.102,105.423,27,2750,1.72,9,"Entisols","Volcanic ashes","Forest",NA,NA,"Unclear",5,467.2,119.7,NA,66.4,12.2,211.4
"76",76,"Levy and Schlesinger, 1999","Indonesia","Rakata",-6.102,105.423,27,2750,NA,NA,"Forest","","Volcanic ashes","Entisol","USDA system",NA,"14.00","Unclear","",76.9,59.1,NA,0,36.6,0,253.2,NA,NA,66.2,0,6.3,0,498.4,NA,"",7.2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,-6.102,105.423,27,2750,1.72,9,"Entisols","Volcanic ashes","Forest",NA,NA,"Unclear",5,498.4,136,NA,253.2,36.6,72.6
"77",77,"Levy and Schlesinger, 1999","U.S.","Sierra Nevada",NA,NA,NA,950,1925,NA,"Shrub","","Unclear","Aridisol","USDA system",NA,"15.00","0-5 cm","",1.7,13.9,NA,0,0,0,0.5,NA,NA,253.2,0,7.7,0,38.7,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,39.45,-119.8,9.34,950,0.18,1925,"Aridisols","","Shrub",NA,2.5,"",1,38.7,15.6,NA,0.5,0,22.6
"78",78,"Levy and Schlesinger, 1999","U.S.","Sierra Nevada",NA,NA,NA,950,1925,NA,"Forest","","Unclear","Entisol","USDA system",NA,"16.00","0-5 cm","",5.2,65.8,NA,0,30.2,0,144.4,NA,NA,0.5,0,60.9,0,1128.9,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,39.45,-119.8,9.34,950,0.18,1925,"Entisols","","Forest",NA,2.5,"",1,1128.9,71.01,NA,144.4,30.2,883.3
"79",79,"Lilienfein et al., 2000","Brazil","",-17.4555,-43.7036,NA,NA,NA,NA,"Forest","","Unclear","Oxisol","USDA system",NA,"EU","0-15 cm","",NA,NA,9.6,10.7,70,110.9,0,NA,NA,144.4,0,87,NA,403,NA,"First extracted with HCO3",5.12,2.48,0.14,NA,41630,3470,NA,NA,"",NA,NA,0.07,"Sieving and the pipette method",NA,-17.45547,-43.70361,21.45,1126,0.71,841,"Oxisols","","Forest",NA,7.5,"",1,403,9.6,121.6,0,70,201.8
"80",80,"Lilienfein et al., 2000","Brazil","",-17.4555,-43.7036,NA,NA,NA,NA,"Forest","","Unclear","Oxisol","USDA system",NA,"Pinus","0-15 cm","",NA,NA,9.6,7.3,47.9,118.7,0,NA,NA,NA,NA,82,NA,361,NA,"First extracted with HCO3",4.74,2.3,0.11,NA,40600,4680,NA,NA,"",NA,NA,0.07,"Sieving and the pipette method",NA,-17.45547,-43.70361,21.45,1126,0.71,841,"Oxisols","","Forest",NA,7.5,"",1,361,9.6,126,0,47.9,177.5
"81",81,"Lilienfein et al., 2000","Brazil","",-17.4555,-43.7036,NA,NA,NA,NA,"Savanna","Native","Unclear","Oxisol","USDA system",NA,"Cerrado","0-15 cm","",NA,NA,6.7,10.9,41.5,101.2,0,NA,NA,NA,NA,108,NA,388,NA,"First extracted with HCO3",4.71,2.48,0.14,NA,42230,3450,NA,NA,"",NA,NA,0.07,"Sieving and the pipette method",NA,-17.45547,-43.70361,21.45,1126,0.71,841,"Oxisols","","Savanna",NA,7.5,"",1,388,6.7,112.1,0,41.5,227.7
"82",82,"McKenzie et al. 1992a","Canada","",52.4828,-112.5,NA,NA,NA,NA,"Grass","Native","Lacustrine","Mollisol","USDA system",NA,"Uncultured","0-10 cm","",9,7,NA,7.5,11,73,218,4.7,11.3,NA,NA,254,NA,NA,590.8,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,52.48278,-112.5,2.64,421,0.58,763,"Mollisols","Sand and sandstones","Grass",NA,5,"",1,595.5,16,80.5,218,11,270
"83",83,"McKenzie et al. 1992a","Canada","",53.14,-114.47,NA,NA,NA,NA,"Forest","Native","Glacial till","Alfisol","USDA system",NA,"Native vegetation","0-10 cm","",58,56,NA,33,155,100,240,7.5,13,NA,NA,169,NA,NA,820,"",5.9,NA,NA,NA,NA,NA,NA,NA,"",32.8,NA,NA,"Hydrometer method",NA,53.14,-114.47,2.07,511,0.67,848,"Alfisols","Glacial till","Forest",NA,5,"",1,831.5,114,133,240,155,189.5
"84",84,"O'Halloran at al., 1987","Canada","",41.2328,-103.02,NA,NA,NA,0.5,"Grass","Native","Unclear","Mollisol","USDA system",NA,"","0-15 cm","",59.9,17.9,NA,14.3,32.8,86.7,211.3,4.7,11.3,NA,NA,243.2,NA,NA,682.1,"",7.4,2.33,0.19,NA,NA,NA,NA,0.95,"",24.2,NA,30.3,"Pipette method",NA,41.23285,-103.02,8.53,435,0.38,1313,"Mollisols","","Grass",0.29,7.5,"",1,682.1,77.8,101,211.3,32.8,259.2
"85",85,"Pare and Bernier, 1989","Canada","",45.6564,-70.7381,NA,NA,NA,NA,"Forest","Mature","Unclear","Mollisol","USDA system",NA,"","Humus","",9.6,10.5,NA,5.1,96.3,NA,NA,NA,NA,NA,NA,269.5,NA,NA,385.9,"",4.66,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,45.65636,-70.73808,3,1006,1.39,535,"Mollisols","","Forest",NA,NA,"Organic horizon",0,391,20.13,NA,0,96.33,269.5
"86",86,"Pare and Bernier, 1989","Canada","",45.8551,-71.0891,NA,NA,NA,NA,"Forest","Mature","Unclear","Mollisol","USDA system",NA,"","Humus","",15.9,12.5,NA,14.3,144.9,NA,NA,NA,NA,NA,NA,199.9,NA,NA,373.2,"",4.7,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,45.85511,-71.0891,3.9,1007,1.34,320,"Mollisols","","Forest",NA,NA,"Organic horizon",0,387.6,28.46,NA,0,144.93,199.9
"87",87,"Pare and Bernier, 1989","Canada","",46.1085,-71.8193,NA,NA,NA,NA,"Forest","Mature","Unclear","Mollisol","USDA system",NA,"","Humus","",5.7,1.9,NA,20,62.3,NA,NA,NA,NA,NA,NA,221.2,NA,NA,291.1,"",4.9,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,46.10853,-71.81934,4.24,1078,1.39,216,"Mollisols","","Forest",NA,NA,"Organic horizon",0,311.1,7.66,NA,0,62.27,221.2
"88",88,"Pare and Bernier, 1989","Canada","",46.2167,-71.0667,NA,NA,NA,NA,"Forest","Mature","Unclear","Mollisol","USDA system",NA,"","Humus","",10.3,6.3,NA,16.3,92.3,NA,NA,NA,NA,NA,NA,184.7,NA,NA,293.7,"",5.5,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,46.21667,-71.06667,3.57,1051,1.43,358,"Mollisols","","Forest",NA,NA,"Organic horizon",0,310,16.66,NA,0,92.33,184.7
"89",89,"Pare and Bernier, 1989","Canada","",48.7349,-72.4075,NA,NA,NA,NA,"Forest","Mature","Unclear","Spodosol","USDA system",NA,"","Humus","",18.5,15.3,NA,10.3,30.7,NA,NA,NA,NA,NA,NA,76.3,NA,NA,151.1,"",3.74,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,48.73491,-72.40746,2.47,819,1.14,102,"Spodosols","","Forest",NA,NA,"Organic horizon",0,151.1,33.86,NA,0,30.67,76.3
"90",90,"Pare and Bernier, 1989","Canada","",46.224,-70.7726,NA,NA,NA,NA,"Forest","Mature","Unclear","Spodosol","USDA system",NA,"","Humus","",28,20.5,NA,21.3,58.1,NA,NA,NA,NA,NA,NA,101.4,NA,NA,229.3,"",3.63,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,46.22403,-70.77255,4.08,988,1.31,261,"Spodosols","","Forest",NA,NA,"Organic horizon",0,229.3,48.47,NA,0,58.13,101.4
"91",91,"Pare and Bernier, 1989","Canada","",46.224,-70.7726,NA,NA,NA,NA,"Forest","Mature","Unclear","Spodosol","USDA system",NA,"","Humus","",24.2,17.8,NA,27.7,93.7,NA,NA,NA,NA,NA,NA,113.5,NA,NA,276.9,"",3.8,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,46.22403,-70.77255,4.08,988,1.31,261,"Spodosols","","Forest",NA,NA,"Organic horizon",0,276.9,42,NA,0,93.73,113.5
"92",92,"Pare and Bernier, 1989","Canada","",45.7575,-70.6902,NA,NA,NA,NA,"Forest","Mature","Unclear","Spodosol","USDA system",NA,"","Humus","",26.7,19.8,NA,9.9,41.5,NA,NA,NA,NA,NA,NA,76.9,NA,NA,174.9,"",4.21,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,45.75746,-70.69016,3.88,952,1.24,345,"Spodosols","","Forest",NA,NA,"Organic horizon",0,174.9,46.53,NA,0,41.53,76.9
"93",93,"Pare and Bernier, 1989","Canada","",45.8783,-70.9837,NA,NA,NA,NA,"Forest","Mature","Unclear","Spodosol","USDA system",NA,"","Humus","",27.2,20.1,NA,33.5,96.3,NA,NA,NA,NA,NA,NA,123,NA,NA,300.1,"",3.8,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,45.8783,-70.9837,3.71,1000,1.32,362,"Spodosols","","Forest",NA,NA,"Organic horizon",0,300.1,47.33,NA,0,96.27,123
"94",94,"Quesada et al., 2010","Colombia","AGP-01",-3.741,-70.306,25.84,2723,109,24,"Forest","Primary","Unclear","Plinthosol","WRB system",NA,"AGP-01","0-30 cm","",2.7,3.8,NA,18.8,31.7,72.6,1.6,NA,NA,NA,NA,179.4,91.4,319.9,NA,"",4.5,1.23,0.15,NA,NA,NA,NA,NA,"",20.63,37.25,42.12,"Hydrometer method and pipette method",NA,-3.741,-70.306,25.84,2723,1.7,109,"Oxisols","","Forest",13.5,15,"",2,319.9,6.55,91.41,1.56,31.66,188.7
"95",95,"Quesada et al., 2010","Colombia","AGP-02",-3.741,-70.303,25.86,2723,104,24,"Forest","Primary","Unclear","Plinthosol","WRB system",NA,"AGP-02","0-30 cm","",3.3,3.6,NA,18.6,29.2,66.7,1.4,NA,NA,NA,NA,158.6,85.3,286.7,NA,"",4.29,1.37,0.16,NA,NA,NA,NA,NA,"",19.19,37.71,43.1,"Hydrometer method and pipette method",NA,-3.741,-70.303,25.86,2723,1.7,104,"Oxisols","","Forest",13.5,15,"",2,286.7,6.86,85.26,1.44,29.23,163.9
"96",96,"Quesada et al., 2010","Brazil","ALF-01",-9.601,-55.937,25.87,2856,41,0,"Forest","Primary","Unclear","Acrisol","WRB system",NA,"ALF-01","0-30 cm","",3.5,3.5,NA,5.3,15.8,18.3,1.2,NA,NA,NA,NA,70.5,23.5,118.1,NA,"",4.65,1.19,0.12,NA,NA,NA,NA,NA,"",78.77,9.8,11.43,"Hydrometer method and pipette method",NA,-9.601,-55.937,25.87,2856,1.21,41,"Ultisols","","Forest",0,15,"",2,118.1,7.02,23.54,1.23,15.82,70.5
"97",97,"Quesada et al., 2010","Peru","ALP-11",-3.949,-73.434,26.28,2836,126,62.5,"Forest","Primary","Unclear","Gleysol","WRB system",NA,"ALP-11","0-30 cm","",4.1,6.2,NA,13.4,17.5,33.5,0.8,NA,NA,NA,NA,33.2,46.9,110.3,NA,"",4.26,0.68,0.06,NA,NA,NA,NA,NA,"",52.79,26.54,20.67,"Hydrometer method and pipette method",NA,-3.949,-73.434,26.28,2836,1.64,126,"Entisols","","Forest",32.01,15,"",2,110.3,10.32,46.91,0.81,17.54,34.7
"98",98,"Quesada et al., 2010","Peru","ALP-12",-3.948,-73.436,26.25,2836,133,0,"Forest","Primary","Unclear","Alisols","WRB system",NA,"ALP-12","0-30 cm","",5,5.2,NA,9.6,9.8,22.6,0.7,NA,NA,NA,NA,88,32.2,140.9,NA,"",4.47,1.71,0.13,NA,NA,NA,NA,NA,"",77.5,12.71,9.79,"Hydrometer method and pipette method",NA,-3.948,-73.436,26.25,2836,1.64,133,"Ultisols","","Forest",0,15,"",2,140.9,10.17,32.19,0.69,9.75,88.1
"99",99,"Quesada et al., 2010","Peru","ALP-21",-3.953,-73.437,26.2,2836,142,62.5,"Forest","Primary","Unclear","Arenosol","WRB system",NA,"ALP-21","0-30 cm","",7.9,1.9,NA,3,1,8.5,0.7,NA,NA,NA,NA,13.2,11.5,34,NA,"",4.14,0.91,0.06,NA,NA,NA,NA,NA,"",93.68,3.77,2.55,"Hydrometer method and pipette method",NA,-3.953,-73.437,26.2,2836,1.63,142,"Entisols","","Forest",32.01,15,"",2,34,9.77,11.52,0.7,1,11
